יוצא מידי
הוועדה 0.04418
הקבוצה 0.03779
הקיבוץ 0.02845
הוועד 0.02635

ויאמר המלך
לחכמים 0.03394
לאסתר 0.02992
להמן 0.02687
אחשורוש 0.02167
תלוהו 0.01006

אינו ניתן
לביצוע 0.02797
לשינוי 0.02032
לחלוקה 0.02011
להגדרה 0.01965
להגשמה 0.01585

בימי העלייה
השנייה 0.3274
הראשונה 0.12543
השלישית 0.10859
הרביעית 0.08649
השניה 0.04485

נשמעו קולות
נפץ 0.02213
רבים 0.01408
קוראים 0.01309
ירי 0.01118
רמים 0.0105

רק שהוא
אינו 0.01448
עצמו 0.01017
בעצמו 0.00905
עושה 0.0068
רוצה 0.00666

המאה השמינית
לפני 0.0593
לפנה 0.04384
לספירה 0.02648
לאלף 0.01926
לפסה 0.01201

יעקב יצחק
מלובלין 0.05877
הלוי 0.02707
בן 0.02275
הורוויץ 0.01052
רבי 0.00839

אינו ניכר
כלל 0.03572
אלא 0.01707
שהוא 0.01526
ביותר 0.01168
רק 0.01135

אנשים בעלי
השכלה 0.02845
השפעה 0.02194
אופי 0.01445
יכולת 0.01332
דעות 0.01296

ואמר אני
קדשתיה 0.02364
זכיתי 0.02198
רוצה 0.01917
מבני 0.01683
ראיתי 0.01547

ישוע בן
יוצדק 0.09274
נון 0.0907
יהוצדק 0.05246
מרים 0.04075
סירא 0.03252

30 שנה
לאחר 0.01935
לפני 0.01173
ומעלה 0.00807
קודם 0.00762
ויותר 0.0074

בשנות העשרים
והשלושים 0.10801
הראשונות 0.01831
המוקדמות 0.01591
המאוחרות 0.01447
למאה 0.0107

כבן עשרים
וחמש 0.11377
שנה 0.11287
ושתים 0.03709
וארבע 0.03235
ושש 0.02675

לנקוט אמצעים
נגד 0.04607
כדי 0.04186
חמורים 0.02689
חריפים 0.02616
נמרצים 0.02331

מובן מאליו
שאין 0.01124
שלא 0.01089
שיש 0.00452
שגם 0.00378
שהוא 0.00352

תרבות יהודית
חילונית 0.02692
מודרנית 0.02429
חדשה 0.01808
בברית 0.01581
לאומית 0.01556

הצעת חוק
פרטית 0.03569
יסוד 0.03309
לתיקון 0.02474
התקציב 0.00992
בדבר 0.00769

שבועות לפני
מותו 0.03007
פרוץ 0.02809
הבחירות 0.02627
פטירתו 0.02215
מועד 0.01463

העם העברי
בארץ 0.02531
כולו 0.00991
— 0.00978
בארצו 0.00903
העצמאי 0.00525

בדבר שאין
זרעו 0.03062
דרכו 0.01478
הצדוקין 0.00886
מתכוין 0.00883
העין 0.0088

לנגד עינינו
ממש 0.01053
תמיד 0.00771
תמונה 0.00656
גם 0.00521
— 0.00397

נאמרו דברים
אלו 0.14077
הללו 0.09177
רבים 0.02612
מפורשים 0.01869
ברורים 0.01775

אינו נכון
כלל 0.02297
לגבי 0.00891
בעיני 0.00834
לעשות 0.00591
ואינו 0.0046

שתי אחיות
בחייהן 0.01405
ואחד 0.01188
תאומות 0.00768
רחמניות 0.00762
ואח 0.00738

נוהגת אלא
בארץ 0.21039
בזמן 0.06088
יום 0.05636
ביום 0.04219
בפני 0.02287

לנגד עיניהם
תמיד 0.00911
עמדה 0.00583
אלא 0.0058
רק 0.00548
ממש 0.00481

ידי חובתו
בפסח 0.04315
אלא 0.01153
כלפי 0.01147
ביום 0.00966
בסוכתו 0.00532

לעיל סוף
פרק 0.13163
הערה 0.10625
אות 0.08225
סימן 0.0622
סעיף 0.02973

חלה ירידה
ניכרת 0.06021
תלולה 0.0458
במספר 0.03895
משמעותית 0.03526
גדולה 0.0275

אלא בשעה
שהוא 0.07012
שיש 0.05632
שמצה 0.02519
שהם 0.01978
שישראל 0.01897

אלא בשעת
הדחק 0.04172
עבודה 0.04079
מעשה 0.03979
הסכנה 0.02156
הצורך 0.0188

שהיה גם
חבר 0.01557
ראש 0.0135
תלמידו 0.00521
רופא 0.00503
בית 0.00452

שהיה בן
דורו 0.03375
זמנו 0.01513
עשרים 0.01345
למשפחה 0.01267
יחיד 0.01188

הראשונה בתולדות
המדינה 0.04225
האנושות 0.03007
הציונות 0.02485
התנועה 0.02349
עמנו 0.01911

אפשר להניח
בוודאות 0.009
שגם 0.00774
שהוא 0.00768
שלא 0.00649
במידה 0.0049

אינו נכנס
בגדר 0.03697
בכלל 0.03242
לתוך 0.02613
כלל 0.02497
לבית 0.02443

מעשה ידיה
לבעלה 0.01949
לאביה 0.01841
שלה 0.01713
תחת 0.01552
שלו 0.01548

הקהילות היהודיות
בארצות 0.02489
בעולם 0.01824
הגדולות 0.0146
באירופה 0.01385
באיטליה 0.01202

כדי לזכות
בתמיכת 0.00779
בהכרה 0.00611
בתשומת 0.00548
הרבים 0.00497
בתמיכה 0.00494

כדי להכריע
בשאלה 0.04461
בדבר 0.02129
בשאלת 0.0159
בעניין 0.01414
בשאלות 0.01267

אותות ומופתים
גדולים 0.03413
בשמים 0.025
ומחדש 0.01867
רבים 0.0181
במצרים 0.01322

ואפשר לומר
עוד 0.03281
שזה 0.01175
גם 0.00801
שהוא 0.00798
בדרך 0.00697

כדי לראות
איך 0.02038
כיצד 0.0197
במו 0.01245
אותי 0.00668
אותך 0.00504

עשה מאמצים
רבים 0.17447
גדולים 0.08889
נואשים 0.0381
כבירים 0.03681
מרובים 0.02169

כאן לשון
המדרש 0.03101
הרב 0.02992
הגמרא 0.0236
רבים 0.01418
נופל 0.01259

מתוך הכרה
ברורה 0.05464
פנימית 0.02595
מלאה 0.02275
עמוקה 0.02113
עצמית 0.01214

מתוך הכרת
טובה 0.05351
תודה 0.03817
ערך 0.03189
חובה 0.02115
המציאות 0.01945

לנגד עיניו
תמיד 0.01376
גם 0.00467
עמדה 0.0041
רק 0.00396
אלא 0.00359

וירא אליו
מלאך 0.02363
ויפול 0.02188
הי 0.02058
ויפל 0.01702
יי 0.01543

והיה לכם
למשמרת 0.18297
לציצית 0.12764
הים 0.04595
לזרא 0.0303
לציצת 0.02732

גם בתחום
החינוך 0.02713
הכלכלי 0.01725
הפוליטי 0.01307
החברתי 0.01191
המדיני 0.01054

בן ערך
מדבריכם 0.03927
בכף 0.02429
במעשה 0.02115
אומר 0.01524
יצא 0.01446

בשבעת ימי
המשתה 0.14228
בראשית 0.07755
החג 0.07509
המילואים 0.0617
המלואים 0.05921

במאה הראשונה
לספירה 0.15419
לפני 0.06396
לסה 0.04938
לאלף 0.04937
לפנה 0.03313

וכלי זהב
ושמלות 0.10654
ובגדים 0.02055
וכסף 0.0191
שלא 0.01879
וכלי 0.0093

מאוד מבחינה
כלכלית 0.07038
פוליטית 0.03808
חברתית 0.03231
היסטורית 0.02949
נפשית 0.02397

רק בשעות
הערב 0.11008
הבוקר 0.08894
הלילה 0.08077
היום 0.06533
הצהריים 0.03871

שנים לאחר
מכן 0.27223
מותו 0.02504
פטירתו 0.01324
מות 0.01092
המלחמה 0.01019

ללא שינוי
מהותי 0.01381
ניכר 0.00988
כלשהו 0.00949
וללא 0.00916
במשך 0.00708

ראש הממשלה
ושר 0.03446
יצחק 0.01102
דוד 0.00771
דאז 0.00659
לוי 0.00545

בתחום התרבות
היהודית 0.04705
והחינוך 0.02434
העברית 0.02158
הגרמנית 0.01663
והרוח 0.01536

בן למשפחת
רבנים 0.08688
סוחרים 0.03996
אנוסים 0.02554
אצילים 0.02391
אצולה 0.01758

הזכויות שמורות
להוצאת 0.09981
למחבר 0.08474
נדפס 0.04435
למוסד 0.03814
למכון 0.02586

בפירוש המשניות
שלו 0.04483
להרמב 0.0236
כתב 0.01491
סוף 0.0111
למסכת 0.00998

שאני אומר
לך 0.09252
לכם 0.02414
כאן 0.00667
שמא 0.00655
שלא 0.00426

איננו יכולים
לעשות 0.0249
לדעת 0.02251
לקבל 0.02197
לומר 0.0196
להרשות 0.01864

בן דורו
הצעיר 0.05435
ובן 0.01202
הקשיש 0.00771
וחברו 0.00566
רבי 0.0055

ועשרים שנה
אנכי 0.04057
ושבע 0.03532
במותו 0.01403
ומעלה 0.01172
לאחר 0.00861

ומכל שכן
שלא 0.05004
שאין 0.032
שיש 0.00709
שאינו 0.00675
כאשר 0.00513

אינו נמצא
כלל 0.02576
אלא 0.02409
בשום 0.01704
כאן 0.01277
אצל 0.0097

פנו אליו
בשאלות 0.10696
בשאלותיהם 0.02483
בבקשה 0.02405
בשאלה 0.01542
גם 0.0114

בדבר שהוא
משום 0.02449
למעלה 0.01398
עיקר 0.01335
אסור 0.01262
נגד 0.01174

הדורות הבאים
אחריו 0.02642
אחריהם 0.02463
אחרינו 0.00869
— 0.00399
שלא 0.00315

הרב יצחק
אייזיק 0.05241
יעקב 0.05241
מאיר 0.04231
נסים 0.034
בן 0.02275

בן למשפחה
יהודית 0.08968
מיוחסת 0.05983
עשירה 0.0317
אמידה 0.03107
מכובדת 0.02174

בקונגרס הציוני
הראשון 0.11782
השני 0.03101
הי 0.02701
הכ 0.02335
החמישי 0.0232

אלא בפני
עצמו 0.04671
עדים 0.0428
בית 0.03461
עצמה 0.03302
פלוני 0.02688

שאמר משה
רבינו 0.11608
לישראל 0.03558
לפני 0.02941
רבנו 0.02929
ליתרו 0.01467

הביט בי
במבט 0.04754
בעיניים 0.02561
ואמר 0.02369
בעיניו 0.01527
כאילו 0.01259

אבן הפינה
לבית 0.06577
לאוניברסיטה 0.04154
לבנין 0.03281
לבניין 0.02988
הונחה 0.01014

מול בית
פעור 0.14598
הכנסת 0.05267
הספר 0.01943
המקדש 0.01765
החולים 0.0173

ביד רחבה
ומלאה 0.00639
ונדיבה 0.00513
וברוח 0.00449
— 0.0044
ובעין 0.00348

ראוי גם
לציין 0.12104
להזכיר 0.04497
לזכור 0.03108
ראוי 0.03107
לשים 0.02208

כאן שתי
דוגמאות 0.03794
שאלות 0.02689
אפשרויות 0.01835
מסורות 0.01636
נקודות 0.01353

בגלל סיבות
שונות 0.15815
אחרות 0.0539
פוליטיות 0.02859
כלכליות 0.0239
טכניות 0.02257

בן נון
נער 0.02793
יהושע 0.01647
משרת 0.01039
וכלב 0.00824
וראשי 0.00608

שירת בצבא
הבריטי 0.12876
הרוסי 0.04557
הפולני 0.03803
האדום 0.03536
התורכי 0.02883

כאן שום
סתירה 0.02202
איסור 0.02068
חשש 0.01722
רמז 0.01615
ספק 0.01431

אנו מכירים
היטב 0.01524
בכך 0.01431
רק 0.01263
גם 0.01076
אלא 0.00808

בארצות הברית
— 0.00457
ובאירופה 0.00431
ובקנדה 0.00393
בשנת 0.00369
ובאנגליה 0.00311

הכל יודעים
שאין 0.02
שהוא 0.01655
שיש 0.00744
שאתה 0.007
ומכירים 0.00592

מסע הצלב
הראשון 0.33319
השני 0.08878
השלישי 0.07907
הרביעי 0.01793
החמישי 0.01392

מדברת מתוך
גרונו 0.49623
גרונם 0.07272
נרונו 0.02854
גרונך 0.01649
גרונה 0.01395

שהיה שר
האוצר 0.05809
החוץ 0.05804
הביטחון 0.03385
הפנים 0.02886
צבא 0.02735

עוד בשנת
1939 0.00873
1940 0.00866
1933 0.00858
1925 0.00838
1920 0.00779

בית הלל
אומרים 0.04463
ובית 0.03257
לבית 0.0196
להורות 0.01487
לקבוע 0.01041

שאומות העולם
עתידין 0.02046
מונין 0.01721
עושים 0.01689
עושין 0.01628
אומרים 0.01614

המאה התשיעית
לספירה 0.02118
לפני 0.0205
לאלף 0.01993
והעשירית 0.01616
ואילך 0.01564

מתוך הנחה
שיש 0.01079
שאין 0.01027
שהוא 0.00773
מוטעית 0.00731
שלא 0.00702

הארץ בידי
הבריטים 0.0791
האנגלים 0.04574
יהושע 0.04325
הערבים 0.04057
התורכים 0.02262

בן גוריון
בנגב 0.01105
הכהן 0.0081
עצמו 0.00466
אמר 0.00358
אני 0.00334

משנה תורה
לרמב 0.01515
להרמב 0.00851
הלכות 0.00766
שהוא 0.00324
ספר 0.00278

במשך שלושים
שנה 0.35777
השנים 0.08131
שנות 0.07245
יום 0.07198
וחמש 0.04785

לעמוד לפני
המלך 0.03067
משה 0.02066
בית 0.01647
מלך 0.01409
התיבה 0.01301

הייתי בת
עשרים 0.05813
שבע 0.05588
שש 0.04997
חמש 0.04641
שמונה 0.04519

הייתי בן
עשרים 0.04792
שמונה 0.03821
שש 0.03811
שבע 0.03762
ארבע 0.02717

ועדה מיוחדת
מטעם 0.02187
לשם 0.01278
לטיפול 0.01064
לענייני 0.00889
לבדיקת 0.00853

המוני העם
היהודי 0.09282
הערבי 0.00799
העברי 0.00593
הרוסי 0.00581
הגרמני 0.0051

מערב שבת
לערב 0.13953
לשבת 0.02146
אינה 0.00836
מותר 0.00637
למחר 0.00568

בית יעקב
אש 0.06812
לכו 0.04613
מעם 0.01147
וקציני 0.00631
אלו 0.00597

בעלת חשיבות
רבה 0.11492
מכרעת 0.06198
עליונה 0.05254
מיוחדת 0.0478
מרובה 0.03283

לעיל פרק
ראשון 0.03292
שלישי 0.02712
רביעי 0.01992
חמישי 0.01932
ח 0.01342

חברי התנועה
הציונית 0.07323
הקיבוצית 0.01948
הלאומית 0.01829
הרביזיוניסטית 0.01004
החלוצית 0.00947

ככל הנראה
גם 0.01056
לעין 0.00683
משום 0.00301
בשל 0.00288
כדי 0.00258

בן משה
בן 0.06276
הלוי 0.01979
די 0.01136
סמולנסקין 0.00789
הכהן 0.00754

הפועל הציוני
המצומצם 0.07931
הגדול 0.03991
בירושלים 0.01585
בלונדון 0.01062
בברלין 0.0081

עובדי כוכבים
ומזלות 0.08265
שלא 0.00976
אינן 0.00602
אסור 0.00501
להיכל 0.00432

תחיית המתים
תלויה 0.00614
תהיה 0.00317
בעת 0.00313
לצדיקים 0.00304
ממש 0.00298

בית דוד
המלך 0.01121
בלבד 0.01072
בבונה 0.00454
ושלמה 0.00402
גט 0.00355

בית דין
הגדול 0.03501
יכול 0.00573
צבאי 0.00539
הפקר 0.00495
רבני 0.00463

רק שלוש
שנים 0.11123
מאות 0.04181
שעות 0.03329
משפחות 0.0182
דוגמאות 0.0135

כאשר הם
באים 0.01206
עצמם 0.00863
מגיעים 0.00826
עושים 0.00745
רואים 0.0074

הרב יעקב
מאיר 0.09063
משה 0.04218
שאול 0.03777
אריאל 0.03252
יוסף 0.03114

ניתן לקבוע
בוודאות 0.04616
בבירור 0.00935
במידה 0.0074
באופן 0.00627
בדיוק 0.00621

בלתי אפשרי
לחלוטין 0.00602
— 0.00494
מבחינה 0.00489
כמעט 0.0047
כלל 0.00342

מאשר אצל
היהודים 0.02779
אחרים 0.0258
עמים 0.02464
הגברים 0.01082
נשים 0.01078

לאחר תפילת
שחרית 0.2006
ערבית 0.18078
מנחה 0.07883
מעריב 0.07208
מוסף 0.03229

קיום מצוות
התורה 0.07762
עשה 0.02908
הדת 0.02362
מעשיות 0.01892
התלויות 0.0161

לפני קבלת
התורה 0.11763
שבת 0.08285
ההחלטה 0.05453
החלטה 0.03905
החלטות 0.02131

יום קודם
לכן 0.23001
יצירת 0.09356
הפסח 0.01474
ראש 0.00891
החג 0.0087

יום ששי
בשבת 0.01636
בשבוע 0.01578
בערב 0.01059
בבוקר 0.00892
לפני 0.00607

ריש לקיש
אמר 0.07001
משום 0.01846
מאי 0.01141
אומר 0.00932
בשם 0.0073

רואה אני
חובה 0.01813
צורך 0.01341
בך 0.00875
שהם 0.00801
אותך 0.00728

עוז בנפשו
לעשות 0.02046
לדבר 0.0176
לשאול 0.01531
לצאת 0.01343
לגשת 0.01111

מקומות עבודה
חדשים 0.03652
רבים 0.01487
נוספים 0.01214
קבועים 0.01169
לפועלים 0.00645

לאחר בדיקה
מדוקדקת 0.08487
יסודית 0.05568
קפדנית 0.05303
נוספת 0.03484
רפואית 0.02424

דרך השער
הראשי 0.04247
החדש 0.01817
הפתוח 0.01576
האחורי 0.01232
המזרחי 0.01202

עשה מעשה
טוב 0.01392
בגוף 0.0118
שלא 0.01126
רע 0.00922
בידים 0.00792

— ואולי
גם 0.13938
בעיקר 0.03432
עוד 0.02815
דווקא 0.01964
אפילו 0.01755

ויאמר אלהים
יהי 0.33513
יקוו 0.03113
לישראל 0.02751
תוצא 0.02712
ישרצו 0.01783

ללכת בדרך
אחרת 0.02279
הישר 0.01877
ישרה 0.01478
התורה 0.01199
הישרה 0.01177

אסור משום
כלאים 0.02104
מוקצה 0.01872
רבית 0.01784
מראית 0.01449
שהוא 0.01186

חילול השם
בדבר 0.00849
בידו 0.00713
הגדול 0.00609
נורא 0.00309
שאין 0.00304

שלא רבים
הם 0.04471
כמוהו 0.0422
יחכמו 0.03346
כמותו 0.02601
זכו 0.02411

ואולי עוד
קודם 0.04524
לפני 0.03471
פחות 0.01455
משהו 0.00954
מישהו 0.00927

גם הרב
קוק 0.03273
הראשי 0.02971
יוסף 0.01428
הגאון 0.01342
משה 0.01259

יום שבת
קודש 0.05934
קדש 0.01262
מנוחה 0.00868
בבוקר 0.0061
יום 0.00544

מתחילת שנות
השלושים 0.08834
השמונים 0.08515
השבעים 0.08484
העשרים 0.07964
התשעים 0.06949

תמימות דעים
לגבי 0.04215
באשר 0.03499
בקרב 0.0244
בדבר 0.01981
מוחלטת 0.0189

וביניהם גם
יהודים 0.01965
כאלה 0.01395
אני 0.01281
אנשים 0.00636
אנשי 0.00633

אני מעדיף
שלא 0.03196
להישאר 0.01265
למות 0.01123
לקרוא 0.01077
להשתמש 0.01001

יום חמישי
בשבוע 0.02823
בשבת 0.02123
בערב 0.0122
בבוקר 0.00734
בלילה 0.0058

יום קיץ
חם 0.09515
לוהט 0.04387
בהיר 0.03217
יפה 0.02494
נאה 0.01469

רוב הציבור
היהודי 0.09767
יכולין 0.04594
יכולים 0.04508
יכול 0.03327
הישראלי 0.01935

מערכת החינוך
בישראל 0.02329
היהודי 0.02269
היהודית 0.01898
והתרבות 0.01814
העברי 0.01603

הם עצמם
יהיו 0.00352
הם 0.0031
יודעים 0.0031
צריכים 0.00304
ראו 0.00272

אני שמחה
מאוד 0.03662
שאתה 0.0227
מאד 0.02194
לשמוע 0.0197
לראות 0.01841

צריך לראות
איך 0.02222
שלא 0.01889
גם 0.01409
עצמו 0.01371
שיהיה 0.00917

לקבל עול
מלכות 0.31706
מלכותו 0.08076
תורה 0.07867
מצוות 0.03585
מצות 0.02979

וזה יהיה
משפט 0.02603
לך 0.02075
לכם 0.01288
גם 0.01284
ע 0.00829

בית אבא
עשיתי 0.03989
ואמא 0.03121
רעבים 0.01208
אלא 0.00978
שבית 0.00838

התרבות היהודית
בברית 0.01286
המסורתית 0.01182
החדשה 0.00691
הלאומית 0.00643
המודרנית 0.00563

הושם לב
לכך 0.04907
כראוי 0.02805
אליו 0.02467
כלל 0.02236
לעובדה 0.02193

באנו לידי
הסכם 0.10013
מסקנה 0.09657
הכרה 0.07605
החלטה 0.07325
כך 0.05037

קשה להאמין
בכך 0.00987
שיש 0.00983
שהוא 0.00934
שלא 0.00541
שזה 0.0054

חברי המפלגה
הקומוניסטית 0.08579
הנאצית 0.02144
הסוציאליסטית 0.00943
הסוציאל 0.00746
הרביזיוניסטית 0.00746

אני מאמין
באמונה 0.05536
לך 0.01421
שיש 0.00894
באלוהים 0.00566
שהוא 0.00561

וגם אני
שמעתי 0.03455
נתתי 0.02545
הייתי 0.02427
בתוכם 0.01812
